Age Range,Work Industry,Job title,"If your job title needs additional context, please clarify here:",Annual Salary,Additional monetary compensation,"If your income needs additional context, please provide it here:",State,City,years of professional work experience,years of professional work experience in field,highest level of education completed,Gender,Race
35-44,Education (Higher Education),"Producer (Marketing, Video production)",,55800,0,,Indiana,Fort Wayne,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Computing or Tech,Data Scientist,,105000,5000,,District of Columbia,Washington,5-7 years,2-4 years,Master's degree,Man,White
45-54,Transport or Logistics,Logistics Coordinator,,54370,10000,,Illinois,Chicago,21-30 years,11-20 years,Some college,Woman,White
45-54,Art & Design,Senior Product Designer,startup,135000,,,Illinois,Chicago,21-30 years,11-20 years,College degree,Woman,White
25-34,Media & Digital,Finance & Operations Associate,,55300,,,New York,New York,8-10 years,5-7 years,College degree,Woman,White
35-44,Law,Legal assistant,,65000,1000,,Illinois,Chicago,11-20 years,11-20 years,College degree,Woman,White
25-34,Pharmaceuticals,Investigator,Scientist,115000,15000,,Pennsylvania,Philadelphia,5-7 years,5-7 years,PhD,Woman,White
35-44,"Accounting, Banking & Finance",Controller,,82500,,,Indiana,Indianapolis,11-20 years,8-10 years,Master's degree,Woman,White
35-44,Business or Consulting,Associate,Mid-level program and project management specialist for government consulting firm,101000,500,,Maryland,Baltimore,8-10 years,5-7 years,Master's degree,Man,White
55-64,Government and Public Administration,Records Management Officer,,68000,0,,Washington,Tumwater,31-40 years,21-30 years,Master's degree,Woman,White
35-44,Computing or Tech,Technical Writer,"Solo producer, working at managerial level",102500,,,Massachusetts,Boston,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Computing or Tech,Integration Architect,Design integrations in Healthcare,100000,2500,,Vermont,Burlington,11-20 years,5-7 years,College degree,Woman,White
35-44,Computing or Tech,Tech,,200000,50000,,California,San Francisco,8-10 years,8-10 years,Master's degree,Man,Another option not listed here or prefer not to answer
35-44,Government and Public Administration,Associate Governmental Program Analyst,,64625,,,District of Columbia,Sacramento,31-40 years,11-20 years,College degree,Woman,White
35-44,"Accounting, Banking & Finance",Payroll Manager,,92000,0,,Oregon,Portland,11-20 years,8-10 years,Some college,Woman,White
35-44,Computing or Tech,UX,,96000,4000,,Wisconsin,Madison,11-20 years,8-10 years,Master's degree,Woman,White
25-34,Media & Digital,Account Director,,125000,6000,,Illinois,Chicago,8-10 years,8-10 years,College degree,Woman,Asian or Asian American
45-54,Nonprofits,HR Generalist,,46000,0,,Indiana,Indianapolis,11-20 years,2-4 years,College degree,Woman,White
25-34,Law,Lawyer (Public Sector),,95000,,,District of Columbia,Washington,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,"Accounting, Banking & Finance",Controller,,94000,4700,,Wisconsin,Madison,11-20 years,5-7 years,Master's degree,Woman,White
25-34,Education (Primary/Secondary),Bilingual Office Assistant,,43035,0,,New York,Patchogue,11-20 years,11-20 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
35-44,Education (Primary/Secondary),Programmer Analyst,,82000,,,Wisconsin,Madison,11-20 years,11-20 years,College degree,Man,White
25-34,Nonprofits,Program Director,,64000,1000,,Tennessee,Memphis,2-4 years,2-4 years,College degree,Man,White
25-34,"Marketing, Advertising & PR",Creative Director,Video Marketing,108000,0,,Massachusetts,Boston,8-10 years,8-10 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
35-44,Government and Public Administration,Senior Project Manager,,120000,0,,Minnesota,Minneapolis,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Health care,Associate director,,104000,5000,,Washington,Seattle,21-30 years,11-20 years,College degree,Woman,White
35-44,Computing or Tech,Lead Software Engineer,,151800,15000,,Colorado,Boulder,5-7 years,5-7 years,PhD,Woman,White
25-34,Recruitment or HR,Talent specialist,(Government),87198,,,District of Columbia,Washington,8-10 years,5-7 years,College degree,Woman,White
45-54,Education (Higher Education),Associate Clinical Professor,,85000,15000,,Pennsylvania,Philadelphia,31-40 years,11-20 years,PhD,Woman,White
35-44,Law,Managing Principal,I own a lobbying firm with 5 employees,400000,100000,,District of Columbia,Washington,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Education (Higher Education),Assistant Registrar for Academic Services,,77000,,,Massachusetts,Cambridge,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Computing or Tech,Product marketing manager,,120000,,,Utah,Salt Lake,8-10 years,8-10 years,College degree,Woman,White
55-64,Media & Digital,"Senior Manager, Original Programming","Note that the company closed in 2020, so this is my most recent job. Startup, in which my title was Content Editor/Subject Matter Expert, was purchased. New owner (major tv/film media company) changed our titles to fit their protocol. I acquired and scripted e-learning streaming video classes.",85500,3000,Job had excellent benefits of high value to me,Colorado,Denver,31-40 years,5-7 years,College degree,Woman,White
25-34,Health care,Medical laboratory scientist,,62000,,,Missouri,Kansas,8-10 years,8-10 years,College degree,Woman,White
25-34,Education (Higher Education),Project Coordinator,,70040,,,Michigan,Ann Arbor,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Energy,Scrum Master,,118000,18000,,Texas,Houston,11-20 years,11-20 years,College degree,Woman,White
45-54,Insurance,Director of Compliance,,103000,3000,,Kansas,Wichita,21-30 years,11-20 years,PhD,Woman,White
35-44,Business or Consulting,Chief Financial Officer,,140000,15000,,Missouri,St Louis,11-20 years,8-10 years,Master's degree,Woman,White
35-44,Computing or Tech,principal software engineer,,195000,200000,"additional income from RSus, so variable",Oregon,Portland,11-20 years,11-20 years,College degree,Woman,White
25-34,Property or Construction,Urban Planner,,80000,0,,Colorado,Denver,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Engineering or Manufacturing,EIT/Graduate Engineer,Entry level civil engineer in land development,55000,0,,Texas,Austin,2-4 years,1 year or less,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Customer Experience Director,,120000,30000,,Minnesota,Minneapolis,8-10 years,5-7 years,Master's degree,Woman,White
35-44,"Accounting, Banking & Finance",Controller,,165000,3000,,Nebraska,Fairbury,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Media & Digital,Legal content analyst,non-managerial,99000,3000,i'm in a union,Virginia,Arlington,11-20 years,8-10 years,Master's degree,Woman,White
25-34,"Accounting, Banking & Finance",Grants Coordinator B,Grant Submissions,60320,0,,Pennsylvania,West Grove,8-10 years,2-4 years,College degree,Woman,White
35-44,Education (Higher Education),Learning designer (project lead),,70000,8000,,Michigan,East Lansing,8-10 years,2-4 years,PhD,Woman,White
25-34,Education (Higher Education),Director of Events,,55000,,,District of Columbia,Washington,5-7 years,5-7 years,Master's degree,Woman,White
55-64,Nonprofits,Director of Finance & Operations,Philanthropy,125045,0,,Illinois,Chicago,41 years or more,31-40 years,Master's degree,Woman,White
18-24,Computing or Tech,Software Engineer,,80000,10000,"I usually get a really big bonus every year, but my company treats its employees exceptionally well. Or at least the software engineers get treated exceptionally well",New Jersey,Holmdel,2-4 years,2-4 years,College degree,Man,White
45-54,Computing or Tech,Mainframe COBOL Software Developer III,,96000,7250,,Kansas,Topeka,21-30 years,21-30 years,Master's degree,Woman,White
25-34,Education (Higher Education),Assistant Program Manager,,56000,0,,Maryland,Baltimore,5-7 years,2-4 years,College degree,Woman,White
35-44,Health care,head athletic trainer,,49750,0,,Pennsylvania,Lancaster,11-20 years,11-20 years,College degree,Woman,White
25-34,Insurance,Private Client Advisor,Basically like account manager/customer service for high net worth people,65000,3000,,Nevada,Las Vegas,5-7 years,2-4 years,College degree,Woman,White
25-34,E-commerce,Client service manager,,68000,3000,,Washington,Kent,8-10 years,5-7 years,College degree,Woman,"Black or African American, White"
45-54,Health care,Senior Research Program Manager,,97000,,,Texas,Houston,11-20 years,11-20 years,Master's degree,Woman,Black or African American
25-34,Education (Higher Education),Instructor of Marketing,Not tenure track,75000,6000,"Bonus money is for teaching classes over the summer (3,000 per class)",Mississippi,Hattiesburg,2-4 years,1 year or less,Master's degree,Woman,White
25-34,Health care,Digital Marketing Analyst,,87000,0,,Connecticut,Hartford,8-10 years,5-7 years,College degree,Woman,White
35-44,Health care,Cytogenetics Technologist,Work in a clinical hospital laboratory.,83200,,,Illinois,Chicago,11-20 years,11-20 years,College degree,Woman,White
35-44,Education (Primary/Secondary),Lower School Science Teacher,kindergarten-fourth grade specialist teacher,92000,0,,California,San Francisco,11-20 years,11-20 years,College degree,Woman,White
25-34,Law,Associate Attorney,,115000,15000,,Minnesota,Minneapolis,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
45-54,Government and Public Administration,Research Director,,108000,0,,New York,New York,21-30 years,11-20 years,PhD,Woman,White
18-24,Environment,Associate Ecologist,Wetland consulting,46000,0,,Washington,Everett,1 year or less,1 year or less,College degree,Man,White
35-44,Business or Consulting,Senior HR Generalist,,85000,,,Minnesota,Minneapolis,11-20 years,8-10 years,College degree,Woman,Black or African American
35-44,Government and Public Administration,Attorney,,156000,0,,California,Sacramento,11-20 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Entertainment,Project Manager,,60000,0,,California,San Francisco,11-20 years,8-10 years,High School,Woman,"Hispanic, Latino, or Spanish origin, White"
45-54,Engineering or Manufacturing,Environmental Manager,"Manages compliance with all environmental requirements (air permit, wastewater, drinking water, etc.) for a manufacturing facility.",112000,3500,,Arizona,Tucson,21-30 years,21-30 years,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Banker,,82000,82000,,California,Los Angeles,2-4 years,2-4 years,College degree,Man,Asian or Asian American
35-44,Computing or Tech,Member-Manager,Cooperative,130000,350000,,California,San Francisco,11-20 years,11-20 years,Some college,Man,White
25-34,"Marketing, Advertising & PR",Social Media Specialist,,50000,,,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,White
45-54,Government and Public Administration,Financial Analyst,,85000,0,,Virginia,Suffolk,21-30 years,11-20 years,College degree,Woman,White
35-44,Hospitality & Events,Cook,,41600,200,,Oregon,Portland,11-20 years,11-20 years,Some college,Man,White
55-64,"Accounting, Banking & Finance",Executive Assistant,,125000,2000,,New York,New York,31-40 years,21-30 years,College degree,Woman,White
55-64,Environmental,Program manager,Environmental engineering services,131000,5000,,Maryland,Hunt Valley,31-40 years,31-40 years,Master's degree,Man,White
25-34,Computing or Tech,Site Reliability Engineer,,127000,4000,,Illinois,Chicago,11-20 years,8-10 years,College degree,Other or prefer not to answer,White
35-44,Sales,Senior Account Executive,,150000,150000,I have a salary and earn commission. It’s actually uncapped and the amount I’ve shared reflects if I hit quota,California,San Francisco,21-30 years,11-20 years,College degree,Man,White
25-34,Media & Digital,Ads operation specialist,,65000,,,New York,New York,1 year or less,1 year or less,College degree,Man,Asian or Asian American
25-34,Engineering or Manufacturing,Application Engineer,"I work as a coordinator/project manager between the end customer, internal sales, and internal design/manufacturing teams",87200,2000,,Illinois,Saint Charles,8-10 years,8-10 years,College degree,Woman,White
35-44,Education (Higher Education),Teaching practicum supervisor,I supervise student teachers and intern teachers during their practicum required for state certification.,1000,0,I am paid a $1000 stipend per year per student I supervise.,Pennsylvania,Chambersburg,11-20 years,11-20 years,Master's degree,Woman,White
55-64,Utilities & Telecommunications,Office Manager,,65000,5000,,Michigan,Wyandotte,21-30 years,21-30 years,College degree,Woman,White
35-44,Transport or Logistics,Chassis Maintainer,Mechanic,66850,0,,New York,New York,11-20 years,2-4 years,College degree,Woman,"Asian or Asian American, White"
35-44,Computing or Tech,Senior Software Engineer,,180000,,,California,San Francisco,11-20 years,11-20 years,High School,Man,White
45-54,Government and Public Administration,Program Analyst,,118000,3500,,District of Columbia,Washington,11-20 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,Black or African American
25-34,Computing or Tech,Graduate Student,,41000,6000,,Massachusetts,Cambridge,2-4 years,2-4 years,Master's degree,Man,White
25-34,"Accounting, Banking & Finance",Vice President,Global Sales,135000,60000,,California,San Francisco,8-10 years,2-4 years,College degree,Man,White
55-64,Government and Public Administration,Library Program Coordinator,,51000,1200,,Florida,Tallahassee,21-30 years,21-30 years,Master's degree,Woman,White
